Time,Rate,Error,Fracexp
2019-09-12 05:17:40.229260,3.8457546,1.9610596,1.0
2019-09-12 05:17:41.229260,5.003725,2.2369008,1.0
2019-09-12 05:17:42.229260,6.418704,2.5335162,1.0
2019-09-12 05:17:43.229260,3.7704945,1.9417762,1.0
2019-09-12 05:17:44.229260,2.5438287,1.5949385,1.0
2019-09-12 05:17:45.229260,9.190159,3.0315275,1.0
2019-09-12 05:17:46.229260,6.3181334,2.5135896,1.0
2019-09-12 05:17:47.229260,3.8723924,1.9678395,1.0
2019-09-12 05:17:48.229260,6.4712744,2.54387,1.0
2019-09-12 05:17:49.229260,6.4729433,2.544198,1.0
2019-09-12 05:17:50.229260,8.94195,2.9903092,1.0
2019-09-12 05:17:51.229260,0.0,0.0,1.0
2019-09-12 05:17:52.229260,2.5143356,1.5856657,1.0
2019-09-12 05:17:53.229260,5.2197585,2.2846792,1.0
2019-09-12 05:17:54.229260,4.9725266,2.2299163,1.0
2019-09-12 05:17:55.229260,6.4541054,2.5404932,1.0
2019-09-12 05:17:56.229260,6.276423,2.505279,1.0
2019-09-12 05:17:57.229260,3.829624,1.9569424,1.0
2019-09-12 05:17:58.229260,1.226742,1.1075839,1.0
2019-09-12 05:17:59.229260,3.962112,1.9905055,1.0
2019-09-12 05:18:00.229260,2.5571616,1.5991127,1.0
2019-09-12 05:18:01.229260,1.298866,1.139678,1.0
2019-09-12 05:18:02.229260,3.7539475,1.9375106,1.0
2019-09-12 05:18:03.229260,3.8716002,1.9676383,1.0
2019-09-12 05:18:04.229260,1.2993258,1.1398797,1.0
2019-09-12 05:18:05.229260,6.729392,2.5941072,1.0
2019-09-12 05:18:06.229260,2.5586507,1.5995783,1.0
2019-09-12 05:18:07.229260,6.6530457,2.5793498,1.0
2019-09-12 05:18:08.229260,1.2998754,1.1401207,1.0
2019-09-12 05:18:09.229260,1.3287772,1.1527259,1.0
2019-09-12 05:18:10.229260,5.1044865,2.259311,1.0
2019-09-12 05:18:11.229260,5.260225,2.293518,1.0
2019-09-12 05:18:12.229260,2.5661519,1.6019213,1.0
2019-09-12 05:18:13.229260,3.783409,1.9450988,1.0
2019-09-12 05:18:14.229260,12.847461,3.5843356,1.0
2019-09-12 05:18:15.229260,7.6629477,2.768203,1.0
2019-09-12 05:18:16.229260,2.7048817,1.6446525,1.0
2019-09-12 05:18:17.229260,2.7051682,1.6447395,1.0
2019-09-12 05:18:18.229260,6.6231365,2.5735455,1.0
2019-09-12 05:18:19.229260,6.4423075,2.53817,1.0
2019-09-12 05:18:20.229260,5.1771235,2.2753294,1.0
2019-09-12 05:18:21.229260,1.3480504,1.1610557,1.0
2019-09-12 05:18:22.229260,3.9215107,1.9802805,1.0
2019-09-12 05:18:23.229260,0.0,0.0,1.0
2019-09-12 05:18:24.229260,5.1480813,2.2689383,1.0
2019-09-12 05:18:25.229260,3.916676,1.9790593,1.0
2019-09-12 05:18:26.229260,6.357563,2.5214207,1.0
2019-09-12 05:18:27.229260,9.102703,3.0170686,1.0
2019-09-12 05:18:28.229260,6.392821,2.5284028,1.0
2019-09-12 05:18:29.229260,7.771011,2.7876532,1.0
2019-09-12 05:18:30.229260,2.4729676,1.5725672,1.0
2019-09-12 05:18:31.229260,1.2544687,1.1200306,1.0
2019-09-12 05:18:32.229260,3.9253926,1.9812604,1.0
2019-09-12 05:18:33.229260,5.1396856,2.2670875,1.0
2019-09-12 05:18:34.229260,7.46643,2.732477,1.0
2019-09-12 05:18:35.229260,2.5252607,1.5891069,1.0
2019-09-12 05:18:36.229260,6.6856256,2.5856576,1.0
2019-09-12 05:18:37.229260,5.183492,2.2767284,1.0
2019-09-12 05:18:38.229260,5.387412,2.32108,1.0
2019-09-12 05:18:39.229260,2.609832,1.6154975,1.0
2019-09-12 05:18:40.229260,1.2555666,1.1205207,1.0
2019-09-12 05:18:41.229260,1.3180571,1.1480666,1.0
2019-09-12 05:18:42.229260,3.668536,1.9153422,1.0
2019-09-12 05:18:43.229260,2.5125997,1.5851182,1.0
2019-09-12 05:18:44.229260,7.9556847,2.8205824,1.0
2019-09-12 05:18:45.229260,3.8508344,1.9623543,1.0
2019-09-12 05:18:46.229260,5.0834455,2.2546499,1.0
2019-09-12 05:18:47.229260,7.427359,2.7253182,1.0
2019-09-12 05:18:48.229260,1.2231811,1.1059752,1.0
2019-09-12 05:18:49.229260,6.7025385,2.588926,1.0
2019-09-12 05:18:50.229260,0.0,0.0,1.0
2019-09-12 05:18:51.229260,5.0690904,2.2514641,1.0
2019-09-12 05:18:52.229260,5.1848364,2.2770236,1.0
2019-09-12 05:18:53.229260,6.1594706,2.481828,1.0
2019-09-12 05:18:54.229260,6.2758083,2.5051563,1.0
2019-09-12 05:18:55.229260,3.7449245,1.9351808,1.0
2019-09-12 05:18:56.229260,2.5534499,1.5979518,1.0
2019-09-12 05:18:57.229260,3.8517973,1.9625996,1.0
2019-09-12 05:18:58.229260,2.648302,1.6273605,1.0
2019-09-12 05:18:59.229260,6.422959,2.5343556,1.0
2019-09-12 05:19:00.229260,5.2250104,2.285828,1.0
2019-09-12 05:19:01.229260,2.7638338,1.6624782,1.0
2019-09-12 05:19:02.229260,10.474696,3.2364635,1.0
2019-09-12 05:19:03.229260,5.3172092,2.3059075,1.0
2019-09-12 05:19:04.229260,5.2058315,2.281629,1.0
2019-09-12 05:19:05.229260,7.834045,2.7989364,1.0
2019-09-12 05:19:06.229260,9.041613,3.0069275,1.0
2019-09-12 05:19:07.229260,6.4482245,2.5393355,1.0
2019-09-12 05:19:08.229260,5.0950594,2.2572238,1.0
2019-09-12 05:19:09.229260,6.4053206,2.5308735,1.0
2019-09-12 05:19:10.229260,6.8536887,2.617955,1.0
2019-09-12 05:19:11.229260,5.3051443,2.30329,1.0
2019-09-12 05:19:12.229260,2.6633952,1.6319911,1.0
2019-09-12 05:19:13.229260,10.72477,3.2748694,1.0
2019-09-12 05:19:14.229260,5.0853324,2.255068,1.0
2019-09-12 05:19:15.229260,5.1812844,2.2762434,1.0
2019-09-12 05:19:16.229260,1.255807,1.120628,1.0
2019-09-12 05:19:17.229260,5.154641,2.2703836,1.0
2019-09-12 05:19:18.229260,6.578409,2.564841,1.0
2019-09-12 05:19:19.229260,0.0,0.0,1.0
2019-09-12 05:19:20.229260,6.503792,2.5502534,1.0
2019-09-12 05:19:21.229260,6.692688,2.587023,1.0
2019-09-12 05:19:22.229260,7.8430524,2.800545,1.0
2019-09-12 05:19:23.229260,11.688241,3.418807,1.0
2019-09-12 05:19:24.229260,6.428624,2.535473,1.0
2019-09-12 05:19:25.229260,4.1257443,2.0311928,1.0
2019-09-12 05:19:26.229260,6.427049,2.5351624,1.0
2019-09-12 05:19:27.229260,4.032521,2.0081136,1.0
2019-09-12 05:19:28.229260,9.235816,3.0390484,1.0
2019-09-12 05:19:29.229260,3.8790562,1.969532,1.0
2019-09-12 05:19:30.229260,5.1656084,2.2727976,1.0
2019-09-12 05:19:31.229260,2.7036614,1.6442814,1.0
2019-09-12 05:19:32.229260,1.3657281,1.1686437,1.0
2019-09-12 05:19:33.229260,5.1412964,2.2674427,1.0
2019-09-12 05:19:34.229260,1.2926165,1.136933,1.0
2019-09-12 05:19:35.229260,0.0,0.0,1.0
2019-09-12 05:19:36.229260,2.5138283,1.5855057,1.0
2019-09-12 05:19:37.229260,5.3433256,2.3115635,1.0
2019-09-12 05:19:38.229260,7.7020392,2.7752547,1.0
2019-09-12 05:19:39.229260,2.6648524,1.6324376,1.0
2019-09-12 05:19:40.229260,5.40851,2.3256204,1.0
2019-09-12 05:19:41.229260,3.867662,1.9666373,1.0
2019-09-12 05:19:42.229260,6.535446,2.5564518,1.0
2019-09-12 05:19:43.229260,2.5770338,1.6053143,1.0
2019-09-12 05:19:44.229260,2.7191455,1.6489832,1.0
2019-09-12 05:19:45.229260,2.6979234,1.6425357,1.0
2019-09-12 05:19:46.229260,6.4733953,2.5442867,1.0
2019-09-12 05:19:47.229260,9.142541,3.0236635,1.0
2019-09-12 05:19:48.229260,1.3495897,1.1617184,1.0
2019-09-12 05:19:49.229260,3.7774973,1.9435785,1.0
2019-09-12 05:19:50.229260,3.9690738,1.9922534,1.0
2019-09-12 05:19:51.229260,3.9800541,1.9950073,1.0
2019-09-12 05:19:52.229260,5.238976,2.288881,1.0
2019-09-12 05:19:53.229260,3.8205519,1.9546232,1.0
2019-09-12 05:19:54.229260,4.1294274,2.0320992,1.0
2019-09-12 05:19:55.229260,3.8399315,1.9595743,1.0
2019-09-12 05:19:56.229260,3.9684951,1.9921082,1.0
2019-09-12 05:19:57.229260,6.5315456,2.5556889,1.0
2019-09-12 05:19:58.229260,0.0,0.0,1.0
2019-09-12 05:19:59.229260,2.556053,1.5987661,1.0
2019-09-12 05:20:00.229260,2.8333488,1.6832554,1.0
2019-09-12 05:20:01.229260,6.4470587,2.539106,1.0
2019-09-12 05:20:02.229260,7.70177,2.7752063,1.0
2019-09-12 05:20:03.229260,3.8022199,1.9499282,1.0
2019-09-12 05:20:04.229260,7.8188334,2.7962177,1.0
2019-09-12 05:20:05.229260,6.6057377,2.570163,1.0
2019-09-12 05:20:06.229260,5.219324,2.284584,1.0
2019-09-12 05:20:07.229260,6.3822713,2.5263157,1.0
2019-09-12 05:20:08.229260,5.122627,2.263322,1.0
2019-09-12 05:20:09.229260,8.032332,2.834137,1.0
2019-09-12 05:20:10.229260,4.029436,2.0073454,1.0
2019-09-12 05:20:11.229260,2.8016186,1.6738036,1.0
2019-09-12 05:20:12.229260,5.189892,2.2781334,1.0
2019-09-12 05:20:13.229260,4.0397563,2.0099144,1.0
2019-09-12 05:20:14.229260,7.8638406,2.804254,1.0
2019-09-12 05:20:15.229260,3.997442,1.9993604,1.0
2019-09-12 05:20:16.229260,2.6010373,1.6127732,1.0
2019-09-12 05:20:17.229260,11.684447,3.418252,1.0
2019-09-12 05:20:18.229260,3.9987376,1.9996843,1.0
2019-09-12 05:20:19.229260,3.9874902,1.99687,1.0
2019-09-12 05:20:20.229260,5.2513485,2.291582,1.0
2019-09-12 05:20:21.229260,7.88008,2.807148,1.0
2019-09-12 05:20:22.229260,5.3575964,2.3146482,1.0
2019-09-12 05:20:23.229260,1.3031974,1.1415768,1.0
2019-09-12 05:20:24.229260,8.021697,2.8322601,1.0
2019-09-12 05:20:25.229260,10.326357,3.213465,1.0
2019-09-12 05:20:26.229260,2.6283562,1.6212206,1.0
2019-09-12 05:20:27.229260,4.0542803,2.0135243,1.0
2019-09-12 05:20:28.229260,5.1637793,2.2723951,1.0
2019-09-12 05:20:29.229260,5.1806846,2.2761116,1.0
2019-09-12 05:20:30.229260,7.92468,2.815081,1.0
2019-09-12 05:20:31.229260,0.0,0.0,1.0
2019-09-12 05:20:32.229260,2.655976,1.6297165,1.0
2019-09-12 05:20:33.229260,2.6865625,1.6390737,1.0
2019-09-12 05:20:34.229260,2.6580462,1.6303515,1.0
2019-09-12 05:20:35.229260,5.1742897,2.2747066,1.0
2019-09-12 05:20:36.229260,10.716499,3.2736065,1.0
2019-09-12 05:20:37.229260,1.4313605,1.1963948,1.0
2019-09-12 05:20:38.229260,8.064404,2.8397894,1.0
2019-09-12 05:20:39.229260,5.437045,2.3317473,1.0
2019-09-12 05:20:40.229260,2.5618756,1.600586,1.0
2019-09-12 05:20:41.229260,5.2977686,2.3016882,1.0
2019-09-12 05:20:42.229260,8.164987,2.857444,1.0
2019-09-12 05:20:43.229260,4.0480967,2.0119882,1.0
2019-09-12 05:20:44.229260,5.156069,2.2706978,1.0
2019-09-12 05:20:45.229260,5.5877366,2.3638394,1.0
2019-09-12 05:20:46.229260,5.408902,2.3257046,1.0
2019-09-12 05:20:47.229260,5.4101233,2.325967,1.0
2019-09-12 05:20:48.229260,5.2217927,2.2851243,1.0
2019-09-12 05:20:49.229260,5.417325,2.327515,1.0
2019-09-12 05:20:50.229260,10.400293,3.2249486,1.0
2019-09-12 05:20:51.229260,2.4866533,1.5769126,1.0
2019-09-12 05:20:52.229260,0.0,0.0,1.0
2019-09-12 05:20:53.229260,8.14802,2.8544736,1.0
2019-09-12 05:20:54.229260,2.7536685,1.6594181,1.0
2019-09-12 05:20:55.229260,10.470187,3.235767,1.0
2019-09-12 05:20:56.229260,4.044052,2.010983,1.0
2019-09-12 05:20:57.229260,1.3197415,1.1488,1.0
2019-09-12 05:20:58.229260,3.7095132,1.9260097,1.0
2019-09-12 05:20:59.229260,2.5396407,1.593625,1.0
2019-09-12 05:21:00.229260,5.3446865,2.3118577,1.0
2019-09-12 05:21:01.229260,6.730618,2.5943434,1.0
2019-09-12 05:21:02.229260,1.2880156,1.1349077,1.0
2019-09-12 05:21:03.229260,6.868356,2.620755,1.0
2019-09-12 05:21:04.229260,2.629462,1.6215616,1.0
2019-09-12 05:21:05.229260,6.7420883,2.596553,1.0
2019-09-12 05:21:06.229260,8.245539,2.8715045,1.0
2019-09-12 05:21:07.229260,6.766232,2.6011982,1.0
2019-09-12 05:21:08.229260,6.4748993,2.5445824,1.0
2019-09-12 05:21:09.229260,3.710538,1.9262756,1.0
2019-09-12 05:21:10.229260,3.8773468,1.969098,1.0
2019-09-12 05:21:11.229260,3.883799,1.9707357,1.0
2019-09-12 05:21:12.229260,2.7195454,1.6491044,1.0
2019-09-12 05:21:13.229260,5.412001,2.3263707,1.0
2019-09-12 05:21:14.229260,7.719443,2.7783885,1.0
2019-09-12 05:21:15.229260,2.7014434,1.6436068,1.0
2019-09-12 05:21:16.229260,5.3991113,2.3235989,1.0
2019-09-12 05:21:17.229260,5.3644843,2.3161356,1.0
2019-09-12 05:21:18.229260,2.7904232,1.6704559,1.0
2019-09-12 05:21:19.229260,3.870153,1.9672704,1.0
2019-09-12 05:21:20.229260,5.4920506,2.3435125,1.0
2019-09-12 05:21:21.229260,2.545048,1.5953207,1.0
2019-09-12 05:21:22.229260,1.2818662,1.1321954,1.0
2019-09-12 05:21:23.229260,5.3376727,2.3103404,1.0
2019-09-12 05:21:24.229260,6.5485477,2.5590131,1.0
2019-09-12 05:21:25.229260,1.4206134,1.1918949,1.0
2019-09-12 05:21:26.229260,4.013239,2.003307,1.0
2019-09-12 05:21:27.229260,2.6058047,1.6142505,1.0
2019-09-12 05:21:28.229260,6.523776,2.5541685,1.0
2019-09-12 05:21:29.229260,5.3484087,2.3126626,1.0
2019-09-12 05:21:30.229260,5.2626224,2.2940407,1.0
2019-09-12 05:21:31.229260,5.3489275,2.312775,1.0
2019-09-12 05:21:32.229260,8.192704,2.8622901,1.0
2019-09-12 05:21:33.229260,1.4220494,1.1924971,1.0
2019-09-12 05:21:34.229260,2.6076696,1.614828,1.0
2019-09-12 05:21:35.229260,2.693606,1.6412208,1.0
2019-09-12 05:21:36.229260,2.601591,1.6129448,1.0
2019-09-12 05:21:37.229260,5.4322777,2.3307247,1.0
2019-09-12 05:21:38.229260,7.0669594,2.6583753,1.0
2019-09-12 05:21:39.229260,2.5933254,1.6103805,1.0
2019-09-12 05:21:40.229260,1.2963285,1.1385642,1.0
2019-09-12 05:21:41.229260,4.026116,2.0065184,1.0
2019-09-12 05:21:42.229260,7.9283547,2.8157334,1.0
2019-09-12 05:21:43.229260,3.9826405,1.9956554,1.0
2019-09-12 05:21:44.229260,8.099499,2.8459618,1.0
2019-09-12 05:21:45.229260,3.7580585,1.9385712,1.0
2019-09-12 05:21:46.229260,2.7552543,1.6598959,1.0
2019-09-12 05:21:47.229260,4.0976896,2.024275,1.0
2019-09-12 05:21:48.229260,8.031196,2.8339365,1.0
2019-09-12 05:21:49.229260,2.6501927,1.6279413,1.0
2019-09-12 05:21:50.229260,5.393762,2.3224475,1.0
2019-09-12 05:21:51.229260,7.9938965,2.827348,1.0
2019-09-12 05:21:52.229260,10.6952095,3.270353,1.0
2019-09-12 05:21:53.229260,5.30487,2.3032303,1.0
2019-09-12 05:21:54.229260,6.5464673,2.5586066,1.0
2019-09-12 05:21:55.229260,7.9207664,2.8143857,1.0
2019-09-12 05:21:56.229260,5.281612,2.2981758,1.0
2019-09-12 05:21:57.229260,6.68349,2.5852447,1.0
2019-09-12 05:21:58.229260,5.246596,2.290545,1.0
2019-09-12 05:21:59.229260,5.3996716,2.3237193,1.0
2019-09-12 05:22:00.229260,5.4190574,2.3278868,1.0
2019-09-12 05:22:01.229260,4.1275053,2.0316262,1.0
2019-09-12 05:22:02.229260,4.1489453,2.036896,1.0
2019-09-12 05:22:03.229260,6.65601,2.5799243,1.0
2019-09-12 05:22:04.229260,7.769803,2.7874367,1.0
2019-09-12 05:22:05.229260,1.4554313,1.2064126,1.0
2019-09-12 05:22:06.229260,7.7804766,2.7893505,1.0
2019-09-12 05:22:07.229260,2.4907513,1.5782114,1.0
2019-09-12 05:22:08.229260,2.5546803,1.5983367,1.0
2019-09-12 05:22:09.229260,5.1847377,2.2770019,1.0
2019-09-12 05:22:10.229260,4.160258,2.039671,1.0
2019-09-12 05:22:11.229260,4.112556,2.0279438,1.0
2019-09-12 05:22:12.229260,4.005027,2.0012562,1.0
2019-09-12 05:22:13.229260,3.9356847,1.983856,1.0
2019-09-12 05:22:14.229260,2.813169,1.6772504,1.0
2019-09-12 05:22:15.229260,5.212345,2.283056,1.0
2019-09-12 05:22:16.229260,6.6104474,2.571079,1.0
2019-09-12 05:22:17.229260,4.098654,2.0245132,1.0
2019-09-12 05:22:18.229260,2.5603008,1.600094,1.0
2019-09-12 05:22:19.229260,2.6612043,1.6313198,1.0
2019-09-12 05:22:20.229260,4.0018196,2.000455,1.0
2019-09-12 05:22:21.229260,3.8374503,1.9589411,1.0
2019-09-12 05:22:22.229260,6.7073555,2.5898564,1.0
2019-09-12 05:22:23.229260,5.474938,2.3398585,1.0
2019-09-12 05:22:24.229260,2.6912906,1.6405153,1.0
2019-09-12 05:22:25.229260,9.166986,3.0277033,1.0
2019-09-12 05:22:26.229260,6.6445017,2.577693,1.0
2019-09-12 05:22:27.229260,5.2860727,2.2991462,1.0
2019-09-12 05:22:28.229260,10.120309,3.1812432,1.0
2019-09-12 05:22:29.229260,1.2852254,1.1336778,1.0
2019-09-12 05:22:30.229260,6.5252647,2.5544598,1.0
2019-09-12 05:22:31.229260,5.284749,2.2988582,1.0
2019-09-12 05:22:32.229260,5.2490706,2.291085,1.0
2019-09-12 05:22:33.229260,9.347407,3.057353,1.0
2019-09-12 05:22:34.229260,3.756827,1.9382536,1.0
2019-09-12 05:22:35.229260,3.7801192,1.9442528,1.0
2019-09-12 05:22:36.229260,3.9063377,1.9764457,1.0
2019-09-12 05:22:37.229260,6.877727,2.6225421,1.0
2019-09-12 05:22:38.229260,2.687864,1.6394707,1.0
2019-09-12 05:22:39.229260,2.7136378,1.6473123,1.0
2019-09-12 05:22:40.229260,9.189587,3.031433,1.0
2019-09-12 05:22:41.229260,7.034572,2.6522768,1.0
2019-09-12 05:22:42.229260,5.656409,2.3783207,1.0
2019-09-12 05:22:43.229260,6.8246813,2.612409,1.0
2019-09-12 05:22:44.229260,6.6940885,2.5872936,1.0
2019-09-12 05:22:45.229260,7.8708925,2.805511,1.0
2019-09-12 05:22:46.229260,6.700517,2.5885358,1.0
2019-09-12 05:22:47.229260,4.2183647,2.053866,1.0
2019-09-12 05:22:48.229260,2.6513944,1.6283103,1.0
2019-09-12 05:22:49.229260,3.9775245,1.9943732,1.0
2019-09-12 05:22:50.229260,1.3442912,1.1594357,1.0
2019-09-12 05:22:51.229260,2.5853229,1.607894,1.0
2019-09-12 05:22:52.229260,4.046369,2.0115588,1.0
2019-09-12 05:22:53.229260,8.055713,2.8382587,1.0
2019-09-12 05:22:54.229260,8.472016,2.910673,1.0
2019-09-12 05:22:55.229260,5.386277,2.3208354,1.0
2019-09-12 05:22:56.229260,0.0,0.0,1.0
2019-09-12 05:22:57.229260,6.724763,2.5932148,1.0
2019-09-12 05:22:58.229260,10.343272,3.2160957,1.0
2019-09-12 05:22:59.229260,1.3323113,1.1542579,1.0
2019-09-12 05:23:00.229260,2.581401,1.606674,1.0
2019-09-12 05:23:01.229260,3.916503,1.9790157,1.0
2019-09-12 05:23:02.229260,5.2349257,2.287996,1.0
2019-09-12 05:23:03.229260,4.15254,2.0377781,1.0
2019-09-12 05:23:04.229260,3.9438035,1.9859012,1.0
2019-09-12 05:23:05.229260,4.200839,2.0495949,1.0
2019-09-12 05:23:06.229260,5.222222,2.285218,1.0
2019-09-12 05:23:07.229260,6.5948973,2.5680532,1.0
2019-09-12 05:23:08.229260,2.6480427,1.6272807,1.0
2019-09-12 05:23:09.229260,4.1971593,2.048697,1.0
2019-09-12 05:23:10.229260,10.991438,3.3153338,1.0
2019-09-12 05:23:11.229260,8.224153,2.8677783,1.0
2019-09-12 05:23:12.229260,6.7426543,2.596662,1.0
2019-09-12 05:23:13.229260,0.0,0.0,1.0
2019-09-12 05:23:14.229260,6.930824,2.6326458,1.0
2019-09-12 05:23:15.229260,5.4745364,2.3397727,1.0
2019-09-12 05:23:16.229260,5.541674,2.3540761,1.0
2019-09-12 05:23:17.229260,4.107137,2.0266073,1.0
2019-09-12 05:23:18.229260,6.549294,2.5591588,1.0
2019-09-12 05:23:19.229260,4.090138,2.022409,1.0
2019-09-12 05:23:20.229260,9.467251,3.0768898,1.0
2019-09-12 05:23:21.229260,1.2113665,1.100621,1.0
2019-09-12 05:23:22.229260,2.7458744,1.657068,1.0
2019-09-12 05:23:23.229260,5.5066676,2.346629,1.0
2019-09-12 05:23:24.229260,6.5803337,2.565216,1.0
2019-09-12 05:23:25.229260,4.073824,2.0183716,1.0
2019-09-12 05:23:26.229260,6.9322944,2.632925,1.0
2019-09-12 05:23:27.229260,2.897681,1.7022576,1.0
2019-09-12 05:23:28.229260,6.652218,2.5791893,1.0
2019-09-12 05:23:29.229260,6.792693,2.6062796,1.0
2019-09-12 05:23:30.229260,2.6609397,1.6312387,1.0
2019-09-12 05:23:31.229260,2.7196617,1.6491396,1.0
2019-09-12 05:23:32.229260,6.8784943,2.6226883,1.0
2019-09-12 05:23:33.229260,6.646439,2.578069,1.0
2019-09-12 05:23:34.229260,2.5542455,1.5982007,1.0
2019-09-12 05:23:35.229260,3.9569168,1.9892,1.0
2019-09-12 05:23:36.229260,5.202549,2.2809098,1.0
2019-09-12 05:23:37.229260,5.4209747,2.3282986,1.0
2019-09-12 05:23:38.229260,9.63539,3.1040926,1.0
2019-09-12 05:23:39.229260,5.5307817,2.3517613,1.0
2019-09-12 05:23:40.229260,1.2888967,1.1352959,1.0
2019-09-12 05:23:41.229260,5.381266,2.3197556,1.0
2019-09-12 05:23:42.229260,12.466639,3.5308127,1.0
2019-09-12 05:23:43.229260,0.0,0.0,1.0
2019-09-12 05:23:44.229260,0.0,0.0,1.0
2019-09-12 05:23:45.229260,6.8760004,2.622213,1.0
2019-09-12 05:23:46.229260,5.473418,2.3395338,1.0
2019-09-12 05:23:47.229260,3.9714231,1.992843,1.0
2019-09-12 05:23:48.229260,2.5920765,1.6099927,1.0
2019-09-12 05:23:49.229260,5.3366394,2.3101168,1.0
2019-09-12 05:23:50.229260,0.0,0.0,1.0
2019-09-12 05:23:51.229260,5.3513746,2.313304,1.0
2019-09-12 05:23:52.229260,6.723703,2.5930104,1.0
2019-09-12 05:23:53.229260,6.7055373,2.5895052,1.0
2019-09-12 05:23:54.229260,5.5051074,2.3462965,1.0
2019-09-12 05:23:55.229260,6.6768975,2.5839694,1.0
2019-09-12 05:23:56.229260,2.7098298,1.6461561,1.0
2019-09-12 05:23:57.229260,1.2658075,1.1250811,1.0
2019-09-12 05:23:58.229260,6.87422,2.6218734,1.0
2019-09-12 05:23:59.229260,2.5901515,1.6093948,1.0
2019-09-12 05:24:00.229260,1.4287794,1.1953156,1.0
2019-09-12 05:24:01.229260,9.812807,3.13254,1.0
2019-09-12 05:24:02.229260,7.850772,2.8019228,1.0
2019-09-12 05:24:03.229260,1.2916129,1.1364914,1.0
2019-09-12 05:24:04.229260,8.020189,2.8319938,1.0
2019-09-12 05:24:05.229260,5.3703218,2.3173954,1.0
2019-09-12 05:24:06.229260,10.906395,3.302483,1.0
2019-09-12 05:24:07.229260,5.4111614,2.3261902,1.0
2019-09-12 05:24:08.229260,9.284,3.0469658,1.0
2019-09-12 05:24:09.229260,4.090405,2.022475,1.0
2019-09-12 05:24:10.229260,5.3037114,2.3029788,1.0
2019-09-12 05:24:11.229260,10.902584,3.301906,1.0
2019-09-12 05:24:12.229260,2.5398095,1.593678,1.0
2019-09-12 05:24:13.229260,2.8003461,1.6734235,1.0
2019-09-12 05:24:14.229260,5.4786367,2.340649,1.0
2019-09-12 05:24:15.229260,1.3045288,1.1421597,1.0
2019-09-12 05:24:16.229260,5.635937,2.374013,1.0
2019-09-12 05:24:17.229260,2.5392873,1.5935142,1.0
2019-09-12 05:24:18.229260,10.575922,3.2520642,1.0
2019-09-12 05:24:19.229260,1.3961456,1.181586,1.0
2019-09-12 05:24:20.229260,6.666813,2.5820172,1.0
2019-09-12 05:24:21.229260,2.7313514,1.65268,1.0
2019-09-12 05:24:22.229260,2.8372145,1.6844033,1.0
2019-09-12 05:24:23.229260,1.440782,1.2003257,1.0
2019-09-12 05:24:24.229260,7.04757,2.654726,1.0
2019-09-12 05:24:25.229260,6.8750067,2.6220233,1.0
2019-09-12 05:24:26.229260,8.425327,2.9026415,1.0
2019-09-12 05:24:27.229260,1.2903597,1.1359401,1.0
2019-09-12 05:24:28.229260,8.531509,2.9208748,1.0
2019-09-12 05:24:29.229260,4.2777033,2.068261,1.0
2019-09-12 05:24:30.229260,3.9464264,1.9865614,1.0
2019-09-12 05:24:31.229260,5.4142485,2.3268538,1.0
2019-09-12 05:24:32.229260,4.085053,2.0211513,1.0
2019-09-12 05:24:33.229260,4.0587373,2.0146308,1.0
2019-09-12 05:24:34.229260,7.0801773,2.6608603,1.0
2019-09-12 05:24:35.229260,1.5010656,1.2251798,1.0
2019-09-12 05:24:36.229260,9.547934,3.089973,1.0
2019-09-12 05:24:37.229260,5.5188866,2.349231,1.0
2019-09-12 05:24:38.229260,4.070133,2.017457,1.0
2019-09-12 05:24:39.229260,0.0,0.0,1.0
2019-09-12 05:24:40.229260,8.470331,2.9103832,1.0
2019-09-12 05:24:41.229260,0.0,0.0,1.0
2019-09-12 05:24:42.229260,2.7189076,1.648911,1.0
2019-09-12 05:24:43.229260,8.179543,2.85999,1.0
2019-09-12 05:24:44.229260,2.771824,1.6648796,1.0
2019-09-12 05:24:45.229260,5.3949113,2.3226948,1.0
2019-09-12 05:24:46.229260,4.251439,2.0619018,1.0
2019-09-12 05:24:47.229260,5.3636265,2.3159504,1.0
2019-09-12 05:24:48.229260,6.560709,2.561388,1.0
2019-09-12 05:24:49.229260,2.9483943,1.7170889,1.0
2019-09-12 05:24:50.229260,2.9761047,1.725139,1.0
2019-09-12 05:24:51.229260,10.792298,3.2851634,1.0
2019-09-12 05:24:52.229260,5.3946304,2.3226345,1.0
2019-09-12 05:24:53.229260,6.5816307,2.5654688,1.0
2019-09-12 05:24:54.229260,7.156801,2.6752198,1.0
2019-09-12 05:24:55.229260,6.9150314,2.6296446,1.0
2019-09-12 05:24:56.229260,7.9705286,2.8232124,1.0
2019-09-12 05:24:57.229260,4.138256,2.0342703,1.0
2019-09-12 05:24:58.229260,2.6105983,1.6157346,1.0
2019-09-12 05:24:59.229260,6.980331,2.6420317,1.0
2019-09-12 05:25:00.229260,11.184121,3.344267,1.0
2019-09-12 05:25:01.229260,8.036851,2.834934,1.0
2019-09-12 05:25:02.229260,0.0,0.0,1.0
2019-09-12 05:25:03.229260,1.4233781,1.1930541,1.0
2019-09-12 05:25:04.229260,1.4472809,1.2030299,1.0
2019-09-12 05:25:05.229260,5.342911,2.3114736,1.0
2019-09-12 05:25:06.229260,1.3414577,1.1582131,1.0
